Func_id	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen01_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen03_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen04_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen05_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen06_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen07_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen10_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen12_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen14_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen15_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen16_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen17_06102014_R1
KO:K00086	50	76	41	28	38	41	613	25	176	65	158	47
KO:K00087	1647	2318	2819	1881	1504	1601	4591	1257	2121	1127	4777	2755
KO:K00088	10980	12298	13089	12767	8688	9662	17312	7075	11060	7617	20071	14358
KO:K00090	354	290	417	261	238	445	1159	482	352	181	432	422
KO:K00091	5799	7748	6889	8330	5834	5270	8741	6830	6231	5041	11859	4059
KO:K00094	14	12	12	17	3	0	0	18	4	12	18	0
KO:K00096	741	369	404	433	463	351	3728	623	1689	762	1437	525
KO:K00097	2910	3984	3239	3911	3694	3567	7006	3084	3143	3208	8677	4396
KO:K00098	258	253	283	297	246	197	376	143	68	83	389	609
KO:K00099	6313	8311	8046	8269	5812	6006	8463	5057	5816	4649	14083	7867
KO:K00100	11965	15844	13812	14934	13213	12439	12373	7510	8167	7073	24336	15984
KO:K00101	4229	5905	5347	5939	3736	3961	6774	2472	2245	2162	7626	4568
KO:K00102	3148	4403	4204	4516	3726	3531	3733	2746	1864	2502	6972	4464
KO:K00103	762	802	548	622	519	434	1151	129	379	194	1235	629
KO:K00104	11658	15376	14832	14394	10802	10611	26527	11377	13718	9558	23882	14418
KO:K00105	19	9	13	0	7	16	4	3	4	7	6	12
KO:K00106	171	105	471	52	169	104	10	37	3	59	409	144
KO:K00107	30	45	6	86	105	8	3	7	3	0	40	22
KO:K00108	11063	16878	14150	14890	12609	9174	9848	6514	3400	6008	18296	10639
KO:K00109	565	369	318	258	249	257	2165	419	651	276	1239	450
KO:K00111	9018	9439	9962	9599	6437	7304	13333	6774	7674	6207	15733	8570
KO:K00112	448	173	299	188	125	163	294	89	273	60	547	148
KO:K00113	920	1096	1084	1089	912	1005	1442	1039	734	1020	2149	727
KO:K00114	15747	32993	31379	35759	22461	23223	22287	17258	13556	12025	27779	29554
KO:K00115	18	98	58	45	38	20	3	3	4	7	15	77
KO:K00116	183	332	333	319	201	282	2723	248	175	89	401	203
KO:K00117	11666	21365	20668	24376	15666	16539	11270	10006	9028	6445	19028	29340
KO:K00118	1603	1872	2182	1551	1475	1605	2351	2207	1900	1057	3625	1798
KO:K00121	8234	11835	10432	10138	7813	6917	10901	4713	5927	4824	18047	10277
KO:K00122	2206	3712	3322	3631	2198	2370	2894	1423	960	1936	5796	4435
KO:K00123	21180	24225	27983	23551	16514	17470	16976	11382	14534	10407	39805	23409
KO:K00124	5450	6549	7684	6520	5222	4817	4651	5291	4849	3486	13489	5567
KO:K00125	0	0	0	0	0	0	0	0	0	3	0	0
KO:K00126	426	526	372	779	783	416	453	777	191	502	497	183
KO:K00127	2440	3479	2933	2866	2319	1996	1400	1859	1405	1376	4908	1940
KO:K00128	26387	34402	31555	33408	21129	21601	24792	14532	17277	13799	43785	30021
KO:K00129	628	325	507	560	347	404	714	474	583	647	793	190
KO:K00130	8978	11353	10216	10801	6732	6415	10514	4375	5834	4224	14765	10999
KO:K00131	1390	1515	2075	2054	1062	1559	2130	1459	1972	1344	3208	1465
KO:K00132	164	399	431	378	229	290	38	27	57	36	1350	1017
KO:K00133	8535	11569	11424	11592	8555	8537	14344	8664	8654	7246	17679	9259
KO:K00134	8418	10188	10454	10225	7949	8438	12178	6977	7847	6085	18034	11628
KO:K00135	14820	15756	15331	15493	11226	11503	17274	8726	9512	7266	24815	14258
KO:K00137	370	1100	678	692	430	471	633	145	549	276	2072	1579
KO:K00138	1690	1691	1573	2228	1307	963	1077	308	535	505	1427	1485
KO:K00140	7373	9392	9480	9385	7026	6911	8797	4480	6829	4331	13327	10016
KO:K00141	1051	1161	704	1245	620	610	2393	260	286	185	963	687
KO:K00145	6420	7706	7364	7557	5702	5535	10778	5756	5839	5019	13778	6314
KO:K00146	3117	5130	4911	5188	2819	2947	2509	3270	1906	2090	3970	2787
KO:K00147	4348	6132	5478	5792	4309	4235	4358	4561	2768	3522	10193	4818
KO:K00148	1251	1961	1389	1807	1295	1150	2548	1285	1206	830	1800	545
KO:K00150	141	67	172	185	171	200	2175	403	1176	520	1253	382
KO:K00151	1145	1464	1116	1551	952	852	1188	526	935	412	1682	1025
KO:K00152	0	0	0	0	4	0	0	0	0	0	0	5
KO:K00153	1186	1579	996	932	597	715	1974	290	1137	530	2450	1470
KO:K00154	835	1047	990	1158	890	591	522	236	275	267	1015	939
KO:K00156	5659	7836	4744	6497	5033	5074	9879	2861	6503	3052	12619	2349
KO:K00158	920	1012	1791	662	1124	1625	1325	1312	2354	1566	4909	376
KO:K00161	12486	14143	13616	12731	10032	10097	22937	13435	16045	10464	30147	14059
KO:K00162	11535	13351	13075	12090	9098	9439	19578	9832	11794	8784	26785	12560
KO:K00163	10924	14462	14516	15331	9451	10336	18172	6280	6605	5859	17243	15574
KO:K00164	13781	19364	18397	19050	13027	14758	20920	8873	11777	8363	26533	19105
KO:K00166	3951	3818	5067	3745	2705	3345	2991	2799	3761	2132	6559	2882
KO:K00167	5010	5449	6895	5060	3534	4567	5735	4911	5975	3442	10296	6055
KO:K00169	1425	1481	2192	1598	951	1137	2319	931	1531	903	3048	1396
KO:K00170	1045	1145	1851	1271	797	1011	2458	927	1528	880	2779	1372
KO:K00171	239	262	845	345	245	340	490	301	613	176	606	302
KO:K00172	634	734	724	635	487	512	1660	421	886	682	2441	670
KO:K00174	12075	14243	17569	15111	10135	11673	17725	8398	11238	7361	21981	15659
KO:K00175	7544	9693	11096	9879	6903	7591	14649	7936	9646	5669	16618	9684
KO:K00176	380	821	1021	613	657	644	234	1662	467	477	2069	191
KO:K00177	401	681	916	441	491	517	261	941	505	289	960	227
KO:K00179	1403	2041	1845	1777	1294	1329	772	913	682	832	2323	2132
KO:K00180	766	1192	1034	1030	745	846	651	724	617	529	1618	1054
KO:K00183	46	68	105	63	25	45	252	83	57	111	289	33
KO:K00184	8265	11230	11977	11646	8480	9509	10611	9566	7639	6901	19824	11428
KO:K00185	5267	7492	8208	7672	5769	6262	6195	6315	5835	5728	13829	8450
KO:K00186	407	708	1387	675	766	737	63	881	286	355	2104	201
KO:K00187	474	859	1706	747	780	887	34	894	319	361	2101	259
KO:K00188	5	0	0	3	108	0	19	5	0	3	9	0
KO:K00192	0	4	0	0	0	0	0	0	4	0	4	0
KO:K00194	124	105	117	135	76	77	26	58	70	122	450	233
KO:K00196	15	11	0	5	0	25	14	4	21	0	73	0
KO:K00197	40	6	13	42	28	11	0	16	138	21	149	5
KO:K00198	8	27	11	38	10	7	26	2	38	9	124	5
KO:K00200	465	649	549	587	766	664	496	531	798	923	1513	917
KO:K00201	364	457	447	480	673	582	412	562	634	903	1240	663
KO:K00202	235	277	273	299	384	310	512	518	484	762	911	407
KO:K00203	65	74	56	24	101	58	36	64	93	179	217	94
KO:K00205	39	35	119	64	71	47	9	12	6	0	257	34
KO:K00207	61	52	33	35	51	28	0	9	9	4	33	95
KO:K00208	5560	7648	7420	7423	5928	5988	7301	5849	4541	4272	13366	7334
KO:K00209	307	531	553	669	444	579	115	128	197	172	318	171
KO:K00210	422	657	581	672	368	499	672	764	528	807	554	131
KO:K00211	61	54	3	37	31	33	13	0	0	2	27	0
KO:K00213	40	101	19	76	93	73	2	42	7	20	139	35
KO:K00214	11	9	19	15	15	0	5	38	11	12	19	0
KO:K00215	6044	8315	7146	7464	5435	5878	11239	6000	6740	5664	15850	7445
KO:K00216	327	287	293	199	277	148	950	938	776	370	672	210
KO:K00217	1110	1816	1702	1326	1374	1083	1560	966	937	739	3464	1422
KO:K00218	137	76	63	134	86	78	51	65	58	39	223	60
KO:K00219	2160	2173	1847	1952	1977	1326	2603	1188	1477	1410	3387	2371
KO:K00220	733	1499	1187	1418	1524	1255	967	922	432	915	1816	749
KO:K00221	395	31	190	235	105	82	579	226	572	231	387	14
KO:K00222	142	161	111	71	194	81	4	48	16	3	134	92
KO:K00223	37	29	0	5	36	4	0	11	4	7	11	4
KO:K00226	2597	1732	2642	1994	1893	1592	1295	1880	1686	1659	4830	2720
KO:K00227	396	655	474	530	479	288	34	87	51	83	644	872
KO:K00228	1428	2431	2015	2336	2275	2216	1486	1596	828	1410	3116	1793
KO:K00230	883	527	734	270	536	501	309	278	563	259	2055	729
KO:K00231	4440	4933	4943	5256	2974	3651	7091	4427	5594	4038	10768	4039
KO:K00232	474	284	140	140	228	123	1067	40	437	210	944	268
KO:K00239	14178	18051	19749	18059	11872	13664	23372	9973	12481	9825	28659	23155
KO:K00240	7554	9052	10021	8950	6614	7576	13840	6515	8560	6213	15937	9934
KO:K00241	3155	3528	3841	3893	3117	3333	4743	3795	3352	3628	8342	3137
KO:K00242	1379	1408	1508	1697	1334	1245	3063	1708	1607	1660	2584	850
KO:K00243	63	100	72	157	99	103	16	3	3	16	93	69
KO:K00244	1844	2377	2923	1787	1827	1690	1847	1175	1366	1364	5089	3009
KO:K00245	699	486	1029	453	348	435	478	289	356	296	1554	1008
KO:K00246	422	337	572	257	215	182	273	252	224	204	1222	453
KO:K00247	371	270	463	228	197	159	240	231	215	219	839	264
KO:K00248	8874	9573	12300	10392	6260	7720	11664	6447	7874	5181	15769	8826
KO:K00249	26805	31981	31960	30850	22356	22964	32471	15472	21214	19422	53707	30932
KO:K00252	8447	9169	9712	10382	6015	6628	8845	5738	5914	4657	10910	7520
KO:K00253	2275	3035	2780	3485	2575	2339	2224	1611	1060	1588	3661	2538
KO:K00254	2448	2781	2325	2869	2664	2213	3143	1886	1686	2400	6456	2280
KO:K00255	416	237	231	304	167	148	837	144	286	278	723	355
KO:K00256	3142	3502	4474	3760	2491	2868	6234	4151	3827	2372	5488	2825
KO:K00257	32340	38180	39219	39682	27939	30046	46325	21882	26417	22174	61695	38902
KO:K00259	4242	5756	4918	5604	4634	4712	5584	3197	3794	3695	10972	6606
KO:K00260	276	357	563	388	143	284	1396	235	821	218	413	580
KO:K00261	8195	8774	10961	8758	5790	7065	13136	8998	10309	6786	16799	10047
KO:K00262	809	1249	1710	1364	893	1065	122	892	446	550	2835	1388
KO:K00263	1452	1857	1617	1103	989	1101	1582	695	1564	914	3253	1627
KO:K00264	10	0	9	0	0	18	550	34	18	6	7	0
KO:K00265	17703	24111	24022	26406	15191	17321	23886	10566	11498	10674	24535	21364
KO:K00266	7897	12027	11487	12470	8604	8816	11499	6303	6869	5152	16817	10226
KO:K00270	6	6	0	0	0	0	17	0	8	7	0	6
KO:K00271	481	288	275	244	153	183	1072	79	164	84	637	356
KO:K00273	766	480	377	412	366	300	299	424	260	393	1179	462
KO:K00274	4984	6863	6547	7317	5503	5477	6753	3995	4351	2901	11247	6995
KO:K00275	2552	2964	2374	2690	2540	2252	5107	2087	1963	1559	6803	3167
KO:K00276	2996	3114	2767	3072	2237	1806	1783	1380	1367	1159	3765	2559
KO:K00278	5352	6356	6169	5878	4941	4961	9595	4632	5766	4216	11529	7090
KO:K00279	54	33	26	18	36	54	309	754	709	200	46	67
KO:K00280	0	0	3	0	0	0	0	0	0	0	0	0
KO:K00281	4041	4918	3833	4067	3114	3989	3643	964	1465	1903	7417	10123
KO:K00282	5770	7232	7886	7483	5324	5557	10551	6027	7135	5183	12088	5553
KO:K00283	6362	8501	9204	8923	6205	6492	10676	5614	7421	5155	13168	6494
KO:K00284	3606	4554	4100	3465	3080	3212	2216	2642	2525	2995	8584	8275
KO:K00285	3132	4347	3715	3738	3761	3728	4015	2549	1617	2297	7266	3531
KO:K00286	4444	5884	5534	5727	4454	4492	8545	4582	4493	3618	11492	4578
KO:K00287	1580	1633	1154	1578	1482	1472	803	842	699	1006	3506	1331
KO:K00288	265	577	404	828	365	318	180	165	100	116	359	194
KO:K00290	742	894	614	952	724	446	2190	533	1885	557	1119	756
KO:K00292	108	138	60	62	43	53	370	159	171	26	228	91
KO:K00293	121	122	65	150	202	146	39	14	18	35	86	203
KO:K00294	5952	6582	7675	6695	3853	5150	9654	5088	6565	4033	10792	8501
KO:K00295	25	49	6	50	39	27	12	61	7	25	35	0
KO:K00297	5010	7345	5905	7045	5625	4837	10827	3627	3114	3463	10627	5026
KO:K00298	0	0	0	0	0	4	0	0	0	0	0	0
KO:K00299	1373	1309	1119	1313	741	981	1603	607	813	480	1812	1106
KO:K00301	3347	3053	2943	2723	2452	2703	3823	2138	3329	2032	6153	3718
KO:K00302	3742	6857	4793	6890	4236	4552	1696	2175	1540	1829	8080	4174
KO:K00303	7013	7914	8105	7009	5669	5703	6785	5301	5798	4206	15289	8792
KO:K00304	738	1260	817	1228	850	968	419	690	291	515	2092	618
KO:K00305	474	1068	705	1055	632	629	378	603	197	522	1493	415
KO:K00306	90	7	44	29	32	27	205	213	75	84	94	4
KO:K00311	5237	7807	8411	7758	4974	6082	7212	4188	4427	4122	11410	7452
KO:K00313	706	358	869	482	588	675	3345	1023	2241	913	801	380
KO:K00314	1362	2118	1432	1391	1302	1035	321	376	165	372	1627	2649
KO:K00315	2591	4605	3075	5668	3126	2543	624	1064	326	861	2139	2603
KO:K00316	3385	6082	5973	6342	3485	4077	211	1835	1470	1652	4105	2781
KO:K00317	1508	2892	1491	2254	1644	1099	499	374	259	440	1827	1224
KO:K00318	4528	4788	5050	4814	2789	3425	8699	4443	6736	4067	9512	5142
KO:K00320	4696	5374	5053	3745	3658	3228	8563	4283	8465	4143	14144	4888
KO:K00322	4564	5685	4107	5906	3440	3032	6163	4114	2625	3290	5451	3642
KO:K00324	8543	11620	11675	11998	8314	8787	15308	8624	9753	6077	16874	9931
KO:K00325	7238	9910	10256	10597	6589	7487	9511	5503	6468	4300	12572	9963
KO:K00326	0	0	0	0	0	9	0	0	0	0	0	6
KO:K00329	148	203	292	207	143	415	67	119	92	214	520	42
KO:K00330	5086	6403	6177	6195	5234	5021	8499	6352	6657	5631	14815	6088
KO:K00331	6712	8077	8169	8233	6187	6384	10777	8307	8177	6322	17473	8873
KO:K00332	5788	7225	6652	7236	5797	5753	9423	6385	6248	5137	15705	6549
KO:K00333	10423	13386	13960	13940	9679	10259	14507	8602	9706	8018	22713	15792
KO:K00334	4412	5869	5535	5632	4351	4965	7451	5106	5205	4228	11257	4747
KO:K00335	13055	14590	16132	14532	10313	12118	13940	9097	9697	8768	23718	15367
KO:K00336	10195	13932	14251	14383	9354	10968	16862	8258	9465	7692	20931	12088
KO:K00337	10597	12510	12917	12954	9086	9930	15762	9035	10361	8037	22520	13196
KO:K00338	5983	7404	7381	7215	5600	6045	10150	6846	7189	5484	16188	7701
KO:K00339	6552	7604	7660	8160	5986	6359	10163	7384	7072	5908	16375	7182
KO:K00340	5310	6361	6278	6270	5131	5042	10805	6825	6877	5315	14049	5855
KO:K00341	15390	19208	20308	20568	13326	15203	21678	10586	12900	10490	30416	21294
KO:K00342	13506	16118	17179	17466	12342	12933	18332	11884	13264	9751	26235	17538
KO:K00343	11829	13049	13996	13955	9473	11043	16475	9480	11053	8998	24778	13466
KO:K00344	18928	23674	24389	24086	17024	16894	18890	12532	11595	11345	34413	19414
KO:K00346	3	5	10	0	3	0	4	3	7	0	0	0
KO:K00347	20	15	41	19	45	6	4	0	4	8	22	13
KO:K00348	3	7	3	0	3	3	10	0	0	0	22	4
KO:K00349	8	5	0	0	2	3	7	0	0	4	0	0
KO:K00350	0	3	3	0	5	6	7	0	0	0	0	3
KO:K00351	96	168	68	144	35	43	677	170	170	125	86	62
KO:K00354	617	1018	961	1092	654	934	354	495	328	584	1513	627
KO:K00355	259	233	330	418	312	365	128	294	185	260	583	170
KO:K00356	4514	5169	5235	5021	4751	4392	6278	4220	4160	4020	9000	3781
KO:K00360	124	27	22	75	38	47	60	21	49	45	245	96
KO:K00362	3713	3170	3232	3774	3215	3504	3187	2833	1997	2487	6129	3205
KO:K00363	1739	1722	1766	1829	1645	1434	2704	2603	1872	2333	5332	1127
KO:K00364	59	231	116	268	179	186	48	132	18	781	138	224
KO:K00365	1647	1404	1414	1691	918	765	1111	451	476	345	1612	1240
KO:K00366	2025	3046	2772	2706	2399	2078	4282	2397	2185	2114	6196	2635
KO:K00367	350	196	175	172	199	255	78	126	167	165	874	311
KO:K00368	1796	779	1807	1020	1010	1663	4089	2114	3024	3071	6550	2886
KO:K00370	1073	632	1809	1091	785	1986	7001	1536	3295	1755	5772	2442
KO:K00371	624	319	1026	508	452	952	4902	1019	2008	1205	3146	1159
KO:K00372	4300	3196	4319	4117	3836	3816	4395	3761	3300	3357	8654	6116
KO:K00373	347	198	526	288	246	551	4270	785	1409	862	1438	232
KO:K00374	340	145	489	288	270	615	4737	680	1488	806	1492	350
KO:K00375	8092	7359	7140	8867	5260	6021	7119	4274	2984	3244	12135	4988
KO:K00376	300	240	324	197	207	462	1186	760	1330	1640	2726	1263
KO:K00380	1700	2093	1896	2330	2199	1817	3996	1184	985	1441	4043	2007
KO:K00381	2689	4745	3949	4912	3516	3667	3265	1934	2508	2141	5788	4425
KO:K00382	15505	19286	18526	18972	13425	14240	28258	12159	13750	10909	28702	20633
KO:K00383	2026	2608	2732	3082	2494	2352	6294	3515	1996	2836	4268	1738
KO:K00384	20998	30961	29766	30606	18187	20454	25395	14721	16500	11763	38752	30564
KO:K00385	0	0	7	0	0	0	139	10	0	3	5	0
KO:K00387	412	364	521	351	288	323	1464	935	196	159	522	359
KO:K00389	1610	2427	1868	2563	1783	1669	1963	1265	1061	835	2269	1618
KO:K00390	3894	5298	4313	4811	3686	3647	7496	3695	4603	3735	11152	4505
KO:K00392	4603	5116	5330	5423	3280	3603	7461	4233	3909	3403	7397	3880
KO:K00394	224	342	311	331	148	283	2536	392	1250	558	785	345
KO:K00395	91	143	98	111	49	78	1601	215	562	367	408	137
KO:K00397	337	581	673	908	467	737	134	176	106	151	689	477
KO:K00400	0	0	0	6	0	10	0	0	8	0	3	5
KO:K00402	0	0	0	0	0	0	0	0	0	0	4	6
KO:K00404	1392	1687	1743	2141	1810	1703	1290	864	568	1141	3209	2095
KO:K00405	1151	1431	1736	1723	1225	1492	907	1096	469	954	2671	1320
KO:K00406	2752	3194	2886	3827	3227	3139	3685	3038	2712	2306	6858	3401
KO:K00407	193	185	252	334	317	311	142	268	49	308	787	184
KO:K00410	497	943	1026	941	731	1116	185	382	335	443	1287	595
KO:K00411	989	1814	1452	1849	2014	1317	1590	1447	585	1347	2337	823
KO:K00412	5656	7673	7457	9359	5587	5553	10027	6285	7196	3987	8331	4571
KO:K00413	1163	1574	1119	1553	1417	1013	1444	953	434	954	1605	957
KO:K00423	149	129	80	109	81	92	53	14	25	32	153	80
KO:K00425	6646	8264	7762	7894	5406	5259	13438	6029	5889	3927	10136	7456
KO:K00426	5375	6318	5757	5943	4525	4209	10931	6094	4543	3653	8443	5364
KO:K00427	94	47	82	38	25	12	3	6	7	4	9	61
KO:K00428	3556	4701	4229	4456	4092	3833	2532	3738	2112	3804	8067	4738
KO:K00432	2772	3886	2924	4220	3677	2539	2470	1441	920	1483	4333	2911
KO:K00433	4061	7195	5789	6088	3298	3247	1034	964	1319	752	5286	6304
KO:K00435	262	511	429	419	268	331	940	298	320	275	728	611
KO:K00436	828	1035	1766	1119	1183	1012	386	1216	546	588	1662	416
KO:K00437	6	9	8	2	4	9	16	9	10	9	30	17
KO:K00441	406	889	640	1013	505	622	1313	500	580	609	1571	701
KO:K00442	2	19	37	6	6	0	0	0	0	0	100	14
KO:K00446	2303	3618	2915	3562	2643	2130	11663	2357	3173	1768	6752	2314
KO:K00448	1836	1909	1510	1730	1640	1225	3306	1814	1137	1031	3933	1353
KO:K00449	2346	2618	2389	2358	2537	1987	3069	2149	1689	1221	6190	2688
KO:K00450	1693	3578	3034	3255	3372	2381	7500	2750	1954	1901	8867	2708
KO:K00451	3804	5167	4474	5084	4055	3796	5387	2687	3383	2905	8485	5193
